State,County,Year,Total,Heroin,Other,Methadone,Population,LandArea,Bike,Carpool,Alone,Public,Walk,Home,Income,Non_US_Born,Bachelor_Degree,Grad_Degree,HS_Grad,Less_Than_HS,Associates_Degree,Unemployment,GDP Total,"GDP Education, Health, Social Assistance"
Illinois,Kankakee,2011,NA,NA,NA,NA,113698,676.56,1.7,10.7,76.9,2.1,4,3.9,61500,3913,7707,4870,25703,10296,24029,11.5,4344516,541434
Illinois,Kendall,2011,NA,NA,NA,NA,116631,320.34,NA,NA,NA,NA,NA,NA,92802,8325,15380,7682,17085,5374,22861,9.3,2777671,107913
Illinois,Lake,2011,53,31,17,NA,706222,443.67,0.4,8.9,76.3,3.8,2.8,6.6,110042,106975,110604,73808,94498,50462,114711,8.8,52382417,2927695
Illinois,LaSalle,2011,NA,NA,NA,NA,113518,1135.12,0.9,8.6,83.8,0.1,2.4,3.3,62974,3245,8484,3903,30573,9253,25617,10.7,5338639,322322
Illinois,Madison,2011,36,25,10,NA,268459,715.58,0.4,8.5,84.3,1.9,1.4,2.3,66567,4684,26720,15021,60347,18288,59150,8.9,10959762,790871
Illinois,McHenry,2011,13,NA,NA,NA,308944,603.17,0.2,7.3,84.2,3.2,1.1,3.7,90469,25305,43392,20228,54751,16229,64978,9.9,9932910,784339
Illinois,McLean,2011,NA,NA,NA,NA,170556,1183.38,1,8.6,78.6,1.9,4.6,4,75551,6997,28436,12834,26433,6577,26061,6.6,10778397,791680
Illinois,Peoria,2011,NA,NA,NA,NA,186834,619.21,0.2,7.9,85.2,2,2,1.8,69502,6918,21732,12651,35985,13344,37913,9.2,12352359,1913861
Illinois,Rock Island,2011,11,NA,NA,NA,147556,427.64,0.2,10.2,80.3,1.9,2,4.2,60894,8168,14787,7366,32642,13256,32618,8.5,10260019,679040
Illinois,Sangamon,2011,NA,NA,NA,NA,198844,868.3,0.2,11.8,79.8,1.6,2.6,3.2,68608,5254,26186,15373,38291,11319,42066,7.4,9870170,1520931
Illinois,St. Clair,2011,18,11,NA,NA,270259,657.76,0,7.9,82,3.8,2.2,3.1,63837,6121,26553,15995,50291,20488,61600,9.7,NA,NA
Illinois,Tazewell,2011,NA,NA,NA,NA,135661,648.97,0.1,6.6,88.6,0.4,1.7,2.2,67058,1647,15756,6091,30353,8484,32085,8.3,12772983,264517
Illinois,Vermilion,2011,NA,NA,NA,NA,81509,898.37,NA,NA,NA,NA,NA,NA,50822,1497,5125,2483,21645,7738,17540,9.9,3182462,200307
Illinois,Will,2011,27,16,NA,NA,681545,836.91,0.1,7.2,82.9,4,0.9,3.2,89912,66118,85521,46928,118805,41675,130168,10.6,24202963,1885421
Illinois,Williamson,2011,NA,NA,NA,NA,66622,420.15,NA,NA,NA,NA,NA,NA,54759,892,6122,3923,13955,5282,16422,9,2826162,309620
Illinois,Winnebago,2011,18,13,NA,NA,293993,513.36,0.2,8.6,85.1,0.6,1.1,4,61689,18542,26936,14490,67196,28872,58275,11.9,12989741,1603083
Indiana,Allen,2011,NA,NA,NA,NA,358327,657.31,0.3,7,86.8,0.7,0.9,3.8,63400,14859,39980,19085,69710,25025,71088,9.3,16777850,2179007
Indiana,Boone,2011,NA,NA,NA,NA,57481,422.91,NA,NA,NA,NA,NA,NA,95682,1324,8365,5919,10371,2427,9203,6.7,2054879,130349
Indiana,Clark,2011,NA,NA,NA,NA,111570,372.86,NA,NA,NA,NA,NA,NA,59061,2748,8948,4729,26562,10532,23251,8.9,4366212,263072
Indiana,Dearborn,2011,NA,NA,NA,NA,50113,305.03,NA,NA,NA,NA,NA,NA,67765,515,3988,1965,14291,3809,9600,9.6,1654756,77489
Indiana,Delaware,2011,15,NA,12,NA,117660,392.12,1.9,9.5,77.5,1.4,7,2.2,52320,1593,8967,6772,25680,10543,18894,10.2,3567748,530224
Indiana,Elkhart,2011,NA,NA,NA,NA,198941,463.17,1.2,11.6,81.3,0.5,1.1,2.2,60203,12641,15010,7052,45341,24767,31210,10.8,9218193,672567
Indiana,Floyd,2011,NA,NA,NA,NA,74989,147.93,NA,NA,NA,NA,NA,NA,66585,1256,7063,3718,17589,6105,15220,8,2240907,221619
Indiana,Hamilton,2011,NA,NA,NA,NA,282810,394.27,0.4,6.5,88.2,0.1,0.7,3.5,108231,14498,62035,31616,28817,6823,42759,5.8,12534137,1059462
Indiana,Hendricks,2011,NA,NA,NA,NA,147979,406.91,NA,NA,NA,NA,NA,NA,80048,4430,21105,8475,29748,6218,27982,7,4320558,265066
Indiana,Howard,2011,NA,NA,NA,NA,82800,293.06,NA,NA,NA,NA,NA,NA,56842,1204,6780,4382,21090,7293,17065,10.4,4425009,258945
Indiana,Kosciusko,2011,NA,NA,NA,NA,77336,531.38,1.5,13.4,79.4,0.1,0.7,4.6,62720,2254,6438,3695,18813,7817,13523,8.9,4507016,200888
Indiana,Lake,2011,12,NA,NA,NA,495558,498.96,0.2,7.5,86,2.3,1.4,2.2,61607,28472,42485,20759,118968,43923,98342,9.6,22521216,2173641
Indiana,Madison,2011,29,NA,25,NA,131235,451.92,0.1,7.3,85,0.1,3.1,3.6,54583,1875,9967,4989,37145,11758,25277,10.9,3261703,438269
Indiana,Marion,2011,46,23,18,NA,911296,396.3,0.4,8.9,83.1,2.1,2.3,2.5,59539,54104,103091,53930,173021,91265,158032,9.9,79986058,7541636
Indiana,Monroe,2011,NA,NA,NA,NA,139799,394.51,3.2,8,71.9,4.7,9.4,2,55106,6116,15856,15621,17803,6278,18572,7.5,5340654,592094
Indiana,Morgan,2011,NA,NA,NA,NA,69464,403.97,NA,NA,NA,NA,NA,NA,67338,595,4546,2384,18726,6680,13822,9.4,1309581,123559
Indiana,Porter,2011,13,NA,NA,NA,165537,418.15,0.5,5.4,86.9,1.8,0.5,4.3,74571,4922,18278,9426,38402,9083,33310,8.2,5842335,619818
Indiana,Scott,2011,10,NA,NA,NA,23987,190.4,NA,NA,NA,NA,NA,NA,50237,207,1083,570,6873,3912,3857,11.9,538010,(D)
Indiana,St. Joseph,2011,13,NA,NA,NA,266700,457.85,0.9,8.6,81.4,0.9,3.4,3.9,59940,10935,27196,17435,56181,21340,48056,10.1,NA,NA
Indiana,Starke,2011,NA,NA,NA,NA,23199,309.13,NA,NA,NA,NA,NA,NA,46645,342,1073,704,7045,3256,3676,11.4,398102,23519
Indiana,Tippecanoe,2011,NA,NA,NA,NA,174724,499.81,0.8,10.6,75.2,2.6,5.4,4.4,58581,11095,17963,15119,26394,8826,24181,7.5,7280358,797111
Indiana,Vanderburgh,2011,33,NA,31,NA,180305,233.48,0.4,8.2,84,1.9,1.3,3.3,57506,2917,17298,8664,41355,14314,36710,8,10199444,1357366
Indiana,Wayne,2011,NA,NA,NA,NA,68643,401.74,0.4,12.2,79.3,0,1.9,4.6,53092,1017,4456,3281,17981,8310,12585,11.1,2441426,382204
Iowa,Dubuque,2011,NA,NA,NA,NA,94648,608.3,0.6,5.8,83.1,0.5,5.6,4.1,63245,1389,9973,5638,22928,5839,16773,5.1,5134974,611534
Iowa,Johnson,2011,NA,NA,NA,NA,133038,614.04,2.1,10.4,67.7,6.8,7.9,4.1,70139,7740,20720,17022,13408,3482,19992,4,7419768,595018
Iowa,Linn,2011,NA,NA,NA,NA,213875,716.88,0.2,8.8,82.9,1,2.5,3.5,70529,4664,29621,11780,38736,9029,48716,5.7,14512768,1124429
Iowa,Polk,2011,46,NA,33,12,437399,573.79,0.3,9,83.6,1.2,1.4,4,73340,26670,66910,27072,74490,25000,84550,5.7,30983374,2473108
Iowa,Pottawattamie,2011,10,NA,NA,NA,93518,950.28,0.6,9.2,84.4,0.6,1.8,3.1,61355,2145,7743,3111,23201,6852,20574,5.6,4034173,309227
Iowa,Scott,2011,14,NA,10,NA,167095,458.09,0.3,5.6,88.7,0.8,1.6,2.2,67891,4724,22026,10904,30240,9513,35994,6.1,8117084,902034
Kansas,Douglas,2011,NA,NA,NA,NA,112211,455.87,1.5,12.9,73.7,2,5.8,3.7,64385,4723,16554,13178,12527,2874,15844,5.7,3939242,262040
Kansas,Johnson,2011,29,NA,24,NA,552991,473.37,0.1,7.4,85.1,0.4,0.7,5.9,96781,34611,118993,64473,58491,15820,99988,5.4,35204867,3135158
Kansas,Leavenworth,2011,11,NA,NA,NA,77176,462.83,NA,NA,NA,NA,NA,NA,73933,2165,8704,5831,16312,4353,15368,7.3,2579419,124501
Kansas,Sedgwick,2011,20,NA,12,NA,501076,997.51,0.1,9.3,85.7,0.3,1.2,2.5,64837,31761,59433,27722,86979,37218,99757,8,24768470,2387055
Kansas,Shawnee,2011,NA,NA,NA,NA,178941,544.02,0.3,11.9,81.7,0.4,1.8,3.1,62704,6208,21899,11932,37034,11448,35317,6.8,8951000,1026627
Kansas,Wyandotte,2011,NA,NA,NA,NA,158224,151.6,0.3,14.2,79.5,1.2,1.9,2.2,50149,16899,9866,4873,34261,20855,27382,9.5,11945416,1016999
Kentucky,Bell,2011,21,NA,20,NA,28725,359,NA,NA,NA,NA,NA,NA,36935,71,968,1236,6870,6893,3786,11.9,768495,80009
Kentucky,Boone,2011,NA,NA,NA,NA,121737,246.36,0,7.1,86.4,1.4,0.4,3.6,79126,4270,14690,7018,22621,6796,24123,7.9,7013213,386473
Kentucky,Boyd,2011,10,NA,10,NA,49466,159.86,NA,NA,NA,NA,NA,NA,55474,541,3057,2433,13004,5309,11298,10.3,3813140,491374
Kentucky,Bullitt,2011,NA,NA,NA,NA,75109,297.02,NA,NA,NA,NA,NA,NA,61529,640,3812,2077,20567,7765,14772,9.9,1815094,60550
Kentucky,Campbell,2011,16,12,NA,NA,90940,151.31,0,8.2,84.4,1.3,2.4,2.7,67773,1201,9972,6180,19680,7618,15579,8.3,2676197,234131
Kentucky,Clay,2011,27,NA,25,NA,21720,469.25,NA,NA,NA,NA,NA,NA,34034,156,546,641,5899,6093,1927,15,346246,52597
Kentucky,Daviess,2011,NA,NA,NA,NA,97234,458.35,0,6.4,87.1,0.8,2.7,2.7,56281,1402,6985,4889,25630,8115,18532,8.4,4093877,525309
Kentucky,Fayette,2011,43,NA,39,NA,301569,283.65,1.8,9,79.1,2.1,3.4,4,68651,18519,42457,31675,39968,21605,52687,6.9,16751334,1691416
Kentucky,Floyd,2011,31,NA,29,NA,39207,393.34,NA,NA,NA,NA,NA,NA,39920,136,1920,1421,9309,8549,6206,11.2,1127228,133140
Kentucky,Franklin,2011,NA,NA,NA,NA,49393,207.75,NA,NA,NA,NA,NA,NA,62243,1052,5656,3579,11112,4880,8365,7.9,2955096,163623
Kentucky,Grant,2011,NA,NA,NA,NA,24816,257.96,NA,NA,NA,NA,NA,NA,58129,273,1162,595,6495,2885,4560,10.7,437703,29727
Kentucky,Greenup,2011,NA,NA,NA,NA,36865,344.4,NA,NA,NA,NA,NA,NA,53771,288,2174,1860,9233,5236,7401,11.2,740633,139233
Kentucky,Hardin,2011,NA,NA,NA,NA,107456,623.28,0,12.9,79.9,0.3,0.7,4.9,61475,3738,7432,5344,22471,8348,22551,9.2,5034943,258322
Kentucky,Harrison,2011,NA,NA,NA,NA,18777,306.36,NA,NA,NA,NA,NA,NA,49389,250,909,716,5325,2558,3435,10.1,456989,(D)
Kentucky,Hopkins,2011,NA,NA,NA,NA,46909,542,NA,NA,NA,NA,NA,NA,52541,400,2519,1833,12520,6536,9110,8.5,1892170,186355
Kentucky,Jefferson,2011,63,12,52,NA,746906,380.42,0.2,7.3,83,3,2.2,2.9,64992,33826,87584,57919,144707,61846,145946,9.5,45812708,4828251
Kentucky,Jessamine,2011,NA,NA,NA,NA,49046,172.12,NA,NA,NA,NA,NA,NA,66253,1033,5148,3189,8949,4678,8681,7.8,1356354,94761
Kentucky,Johnson,2011,15,NA,14,NA,23396,261.95,NA,NA,NA,NA,NA,NA,48225,79,892,755,5880,4858,3736,10.9,456663,48631
Kentucky,Kenton,2011,28,12,13,NA,160406,160.25,0,6.9,85.8,1.5,2.1,3,69117,2766,19110,9801,32744,13629,29787,8.8,6244318,826926
Kentucky,Knox,2011,18,NA,18,NA,31888,386.3,NA,NA,NA,NA,NA,NA,36214,163,836,920,8676,7371,3221,13.3,615840,71537
Kentucky,Leslie,2011,NA,NA,NA,NA,11233,400.84,NA,NA,NA,NA,NA,NA,39404,28,324,286,2525,3262,1497,12.6,250083,22781
Kentucky,Letcher,2011,10,NA,NA,NA,24446,337.91,NA,NA,NA,NA,NA,NA,42985,63,996,768,6059,5106,4131,10.2,502956,(D)
Kentucky,Madison,2011,14,NA,NA,NA,84188,437.29,0.4,9.4,80.6,0.1,6.6,2,55773,1364,7802,6015,15116,7961,13602,7.9,2558283,261614
Kentucky,McCracken,2011,NA,NA,NA,NA,65864,248.74,NA,NA,NA,NA,NA,NA,60316,926,5908,3879,14217,6173,15650,8.6,3644836,525970
Kentucky,Nelson,2011,NA,NA,NA,NA,43974,417.51,NA,NA,NA,NA,NA,NA,57333,551,2461,1682,12105,4729,7541,10.6,1317914,97710
Kentucky,Oldham,2011,NA,NA,NA,NA,60642,187.22,NA,NA,NA,NA,NA,NA,101787,1893,9298,5743,8993,3623,11652,7,1271028,140863
Kentucky,Pike,2011,26,NA,25,NA,64904,786.83,NA,NA,NA,NA,NA,NA,45924,468,2773,2704,16797,13406,9795,9.2,2515230,336938
Kentucky,Scott,2011,NA,NA,NA,NA,48149,281.77,NA,NA,NA,NA,NA,NA,70590,877,4586,3133,9079,3912,8890,8,2054414,114687
Kentucky,Whitley,2011,NA,NA,NA,NA,35823,437.83,NA,NA,NA,NA,NA,NA,40283,190,1429,1282,8889,6667,4929,12,1058649,191826
Louisiana,Caddo Parish,2011,NA,NA,NA,NA,257051,878.54,0.4,9.8,83.9,1.7,1,2.2,58294,4436,23241,13082,57870,24478,47003,7.9,NA,NA
Louisiana,East Baton Rouge Parish,2011,NA,NA,NA,NA,441438,455.37,0.4,10.1,82.5,1.3,2.3,2.5,67323,17134,57569,32249,70108,33789,75464,7.6,NA,NA
Louisiana,Jefferson Parish,2011,22,NA,12,NA,432640,295.63,0.8,11,81.6,1,1.8,1.9,66845,41485,46809,21907,94975,50176,80939,7.2,NA,NA
Louisiana,Lafayette Parish,2011,NA,NA,NA,NA,224390,268.72,0.5,10,84,0.8,1.4,2.1,69207,6668,26768,10938,41473,21284,37519,5.9,NA,NA
Louisiana,Livingston Parish,2011,NA,NA,NA,NA,130251,648.17,NA,NA,NA,NA,NA,NA,67010,1834,10991,2671,31460,13123,21741,7.3,NA,NA
Louisiana,Orleans Parish,2011,NA,NA,NA,NA,360740,169.42,2.3,9.7,69.5,7.8,6.1,3.3,59780,15731,39185,29409,54803,34127,54619,8.6,NA,NA
Louisiana,Rapides Parish,2011,NA,NA,NA,NA,132374,1317.96,0.3,11.4,81.5,2.3,1.6,1.9,56670,2438,10788,4994,29903,15569,24142,7.7,NA,NA
Louisiana,St. Tammany Parish,2011,36,NA,28,NA,236785,845.55,0,11.5,81.7,0.1,1.9,3.3,79667,6886,31536,14643,43070,17991,47598,6.3,NA,NA
Louisiana,Washington Parish,2011,NA,NA,NA,NA,47139,669.52,NA,NA,NA,NA,NA,NA,44716,434,2455,1119,13520,7045,7227,9.5,NA,NA
Maine,Androscoggin,2011,NA,NA,NA,NA,107398,467.93,0.3,13.1,77.7,0.5,3.1,3.6,57121,2748,9347,4330,28822,9533,21312,8.1,4044707,739418
Maine,Aroostook,2011,NA,NA,NA,NA,71482,6671.33,0,11.2,79.7,0.2,2.3,5.1,47626,3249,6071,2420,20255,8187,14835,9.8,2271487,306664
Maine,Cumberland,2011,12,NA,NA,NA,282401,835.24,0.5,8.3,79.4,1.1,4.8,5,76477,11679,48710,29448,50825,12482,54627,6.3,17121659,2473772
Maine,Hancock,2011,NA,NA,NA,NA,54578,1586.89,NA,NA,NA,NA,NA,NA,61084,1123,7865,4685,13221,3309,10842,8.9,2126651,225475
Maine,Kennebec,2011,11,NA,NA,NA,121935,867.52,0,9.7,81.7,0.3,3.1,3.1,59000,2293,13275,7597,31180,7817,25582,7.5,4618051,729387
Maine,Penobscot,2011,13,NA,NA,NA,153786,3397.36,0.4,8.9,80,0.6,4.9,3.9,56293,3336,15525,8584,36841,10351,31583,8.3,5628626,1010812
Maine,Washington,2011,NA,NA,NA,NA,32637,2562.66,NA,NA,NA,NA,NA,NA,44602,1068,2984,1595,9244,3380,6686,10.6,1020330,108311
Maine,York,2011,11,NA,NA,NA,198199,990.71,0.2,9,81.4,0.8,2,6.6,68517,5549,26085,13020,46037,12657,41801,7.3,6549915,686483
Maryland,Allegany,2011,NA,NA,NA,NA,74692,424.16,NA,NA,NA,NA,NA,NA,53380,1015,4482,3723,22139,7004,14222,9.1,2851094,415222
Maryland,Anne Arundel,2011,60,15,25,24,544403,414.9,0.1,8.6,81.1,2.7,1.6,5.1,105585,33865,77110,53349,92955,34617,101758,6.3,39018187,2133707
Maryland,Baltimore,2011,84,15,42,33,809941,598.3,0.1,10.8,77.7,4.7,2.1,3.7,85412,70005,111239,80541,148180,58879,145567,7.7,44865056,4667517
Maryland,Baltimore City,2011,116,25,42,56,619493,80.94,0.8,10.1,60.7,17.5,7.2,2.2,57679,35538,56199,48972,120153,87565,94133,NA,NA,NA
Maryland,Calvert,2011,NA,NA,NA,NA,89256,213.15,0,12.6,79.4,3.6,0.8,3.4,106918,2616,9984,6912,19553,4548,16857,6.5,3995445,249941
Maryland,Caroline,2011,NA,NA,NA,NA,32985,319.42,NA,NA,NA,NA,NA,NA,69189,1317,2334,1201,8722,3887,5676,8.6,1012784,47956
Maryland,Carroll,2011,11,NA,NA,NA,167288,447.59,0,8.9,83.3,1.2,0.6,5.4,97011,4569,21721,13341,35006,10812,30327,6.1,5397327,594683
Maryland,Cecil,2011,24,NA,19,NA,101694,346.27,NA,NA,NA,NA,NA,NA,79306,2528,9201,4699,24758,8649,18926,8.9,3445268,253956
Maryland,Charles,2011,NA,NA,NA,NA,149130,457.75,0,9.4,77.2,7.7,1,3.9,102571,6611,15392,9360,28781,8803,31668,6.7,4958147,340041
Maryland,Frederick,2011,26,NA,19,NA,236745,660.22,0,12.5,76.7,2.6,1.4,6.1,97590,17720,34333,21783,41190,12980,42884,6.4,11048599,844370
Maryland,Harford,2011,26,NA,14,NA,246489,437.09,0,10.2,83.2,1.5,1,3.3,92980,9685,30866,19620,47904,14246,50494,7.2,10738229,721057
Maryland,Howard,2011,17,NA,NA,NA,293142,250.74,0,8,81,3.9,0.7,5.7,127294,42465,58517,52217,28497,9682,39888,5.2,21712766,1195985
Maryland,Montgomery,2011,21,NA,13,NA,989794,491.25,0.5,9.7,65.6,15.8,2.2,5.6,128746,256969,175690,196632,93168,58556,131297,5.3,78287554,5632207
Maryland,Prince George's,2011,25,12,11,NA,871233,482.69,0.2,11.8,63.3,19.5,2.2,2.3,87924,140190,96517,67276,152913,78626,156761,7.5,NA,NA
Maryland,St. Mary's,2011,NA,NA,NA,NA,107484,357.18,0.3,6.6,87.5,1.4,1.9,1.8,95682,3298,11613,7224,21362,6736,19151,6.3,NA,NA
Maryland,Washington,2011,13,NA,NA,NA,148203,457.78,0.1,10.1,81.6,1.3,2,4,67690,5394,12052,7097,37428,15906,28204,8.8,6359126,680590
Maryland,Wicomico,2011,12,NA,10,NA,99190,374.44,NA,NA,NA,NA,NA,NA,67157,4753,9264,6522,20476,9040,16463,9.8,4217492,590087
Maryland,Worcester,2011,NA,NA,NA,NA,51514,468.28,NA,NA,NA,NA,NA,NA,76025,1654,6844,3659,12679,4335,10926,13.7,2458550,134463
Massachusetts,Barnstable,2011,15,NA,NA,NA,215769,393.72,0.2,5.2,84.9,1.9,1.9,5,80076,12450,39617,26778,40757,8356,48506,9.1,11779966,1213078
Massachusetts,Berkshire,2011,NA,NA,NA,NA,130458,926.82,0.9,7.7,81.3,0.9,3.9,4.5,67146,5043,16161,11963,31014,8679,25424,7.8,6189410,1058916
Massachusetts,Bristol,2011,39,13,20,NA,548922,553.1,0.1,9.9,81.1,2.1,2.7,3.1,72461,60486,62031,31251,111752,72241,94864,9.4,21576217,2598913
Massachusetts,Essex,2011,38,16,12,10,748930,492.56,0.3,7.8,76,5.7,3.8,4.8,88697,90750,110083,72862,133751,58345,127503,7.6,38772792,4439066
Massachusetts,Franklin,2011,NA,NA,NA,NA,71599,699.32,1.3,8.7,77.3,1.6,5.1,5.6,65246,2451,9376,7197,15160,4503,15066,6.5,2575616,312175
Massachusetts,Hampden,2011,32,21,10,NA,463783,617.14,0.1,9.6,82.3,2.4,1.7,3.1,63955,33173,45338,27117,98041,50227,82966,9.3,19610255,3064135
Massachusetts,Hampshire,2011,NA,NA,NA,NA,157822,527.26,1.1,7.7,69.5,4.1,6.3,10.4,76578,7907,20230,20234,24118,7390,24373,6.2,6318249,1111344
Massachusetts,Middlesex,2011,78,32,39,12,1518171,817.82,1.3,8.6,69.4,10.4,4.7,4.8,105456,237430,264517,248767,229416,84591,202933,5.9,134485882,14400472
Massachusetts,Norfolk,2011,42,13,21,NA,675436,396.11,0.6,6.7,72.3,11.6,3.5,4.7,112422,87760,123898,97827,102784,30137,105775,6.3,44919184,4954329
Massachusetts,Plymouth,2011,27,NA,14,NA,497579,659.08,0.1,7.8,80,4.8,2.1,4.6,92462,33151,71098,38397,101611,27123,94956,7.8,21143532,2119688
Massachusetts,Suffolk,2011,37,NA,19,12,730932,58.15,1.5,7.9,41.4,31.3,13.3,3.7,76275,162544,101093,80004,115040,77980,87435,6.6,96712323,16286263
Massachusetts,Worcester,2011,50,20,25,NA,801227,1510.77,0.1,8.4,82,1.5,3.2,4.1,81964,73378,108910,68159,153348,59979,141064,7.7,37068422,4891048
Michigan,Allegan,2011,NA,NA,NA,NA,111234,825.23,0.4,7.3,84.6,0,1.4,5.4,61829,2920,9923,4824,28612,7804,22243,8.7,3569240,122123
Michigan,Bay,2011,12,NA,NA,NA,107110,442.3,0.2,7.1,87.2,1.3,1.2,2.7,57211,1332,9470,4197,26227,8779,25943,9.9,3488302,443106
Michigan,Berrien,2011,NA,NA,NA,NA,156941,567.75,0.3,11,80.9,0.3,2.7,4.1,59768,7347,15369,9903,33294,14247,33925,10.2,6350415,596616
Michigan,Calhoun,2011,NA,NA,NA,NA,135490,706.23,0.7,12.4,78.7,0.5,4.4,2.9,55729,3738,10985,5989,32077,11035,30649,9.8,5388060,578501
Michigan,Eaton,2011,NA,NA,NA,NA,108056,575.17,0.7,10.9,83.3,0.2,0.4,3.8,64463,3037,11577,6333,21757,5109,28045,8,3713041,158685
Michigan,Genesee,2011,75,37,38,15,422080,636.98,0.1,8.2,86.9,0.8,0.8,2.8,56465,8145,34536,18904,95598,32872,100702,11.4,12379126,1767915
Michigan,Ingham,2011,27,11,10,NA,281613,556.12,2.3,9,76,3.1,5.1,4,61160,15710,33345,25430,37981,15620,53430,8.8,13421028,1691006
Michigan,Ionia,2011,NA,NA,NA,NA,63979,571.3,NA,NA,NA,NA,NA,NA,55569,812,4061,1636,16343,5681,14652,9.8,1631705,59462
Michigan,Isabella,2011,NA,NA,NA,NA,70622,572.68,1.8,8.9,75.3,1.5,9.3,3,50626,1120,4889,4100,11537,3633,10797,8.4,2136308,155477
Michigan,Kalamazoo,2011,21,NA,10,13,252074,561.66,0.3,8.8,83.5,0.7,2.3,3.8,62833,8233,32303,19147,39259,11832,50810,8.4,10759305,1430205
Michigan,Kent,2011,35,13,NA,17,608453,846.95,0.4,9.9,81.7,2,1.3,3.8,66253,33750,76829,38335,103281,43156,118150,8.2,32757439,3966976
Michigan,Lapeer,2011,NA,NA,NA,NA,88082,643.01,0.1,7.7,85.9,0.5,0.9,4.8,65613,1665,6891,3366,22687,6261,21027,13.2,1861332,97222
Michigan,Lenawee,2011,NA,NA,NA,NA,99440,749.55,0.1,10.2,83,0.4,3.4,1.9,58175,1689,8437,4713,24928,7818,21446,10.4,2551882,226017
Michigan,Livingston,2011,NA,NA,NA,NA,181722,565.25,0.1,7.8,84.9,0.1,1.2,5.2,84914,4980,25629,12495,33476,7362,42760,9,5082596,316737
Michigan,Macomb,2011,108,72,24,17,842145,479.22,0.1,8.3,87,0.7,0.8,2.7,66548,70655,83552,43359,183287,69661,195800,11.1,31138427,2575627
Michigan,Monroe,2011,NA,NA,NA,NA,151560,549.39,0.6,8.2,86.6,0.4,0.9,2.9,67061,2481,10897,6639,38662,12055,34086,9.5,5186490,303969
Michigan,Montcalm,2011,NA,NA,NA,NA,63185,705.4,NA,NA,NA,NA,NA,NA,49707,726,3407,2200,16732,6013,13915,11.6,1475746,(D)
Michigan,Muskegon,2011,26,NA,10,16,171302,499.25,0.2,8,85.4,0.6,1.3,3.8,52024,2790,12808,6311,41003,13852,39615,11.4,5489849,670794
Michigan,Oakland,2011,11,NA,NA,NA,1210145,867.66,0.2,7.4,85.7,0.6,1.4,4.1,89411,112970,202621,147540,175043,62357,239193,9.5,88498319,7964628
Michigan,Ottawa,2011,21,NA,NA,NA,266300,563.47,0.5,8.1,83.4,1.4,3.3,3.1,69997,11308,31198,15793,49573,15071,48816,8,11046972,618867
Michigan,Saginaw,2011,NA,NA,NA,NA,199088,800.11,0.5,9,84.7,0.4,1.8,3.2,56363,3640,16620,7964,47106,17511,43282,10.2,7448099,1042812
Michigan,Shiawassee,2011,11,NA,NA,NA,69841,530.67,0.4,9.2,81.7,0,2.6,4.9,57902,527,4389,2502,18575,4964,17154,10.7,1534176,(D)
Michigan,St. Clair,2011,18,NA,NA,NA,161642,721.17,0.2,9.7,84.5,0.4,2,2.3,60628,3624,10676,6738,40971,13304,40116,13.1,NA,NA
Michigan,Van Buren,2011,NA,NA,NA,NA,76131,607.47,0.5,6.3,84.7,0,4,3.4,56181,2722,5645,3406,17686,7828,16306,11.5,2361411,78600
Michigan,Washtenaw,2011,24,11,NA,NA,347962,705.97,2.1,8.1,72.1,6.5,6.2,4.6,80560,28970,51939,55920,34285,13048,56497,6.8,19228030,1830313
Michigan,Wayne,2011,108,66,38,NA,1802096,612.08,0.2,9.8,81.1,3.4,1.7,2.5,57673,116781,150838,95499,377097,197187,374002,12.9,80545969,8721403
Minnesota,Anoka,2011,25,11,NA,NA,333140,423.01,0.3,9.4,81.4,3.5,1.1,3.6,80327,17249,39694,16153,66231,14913,79264,6.8,11683785,1105637
Minnesota,Dakota,2011,21,NA,NA,NA,402006,562.17,0.3,8,82.2,3.2,1.1,4.5,90076,25561,69232,30596,59737,14183,86444,6.1,21535930,1181216
Minnesota,Hennepin,2011,30,NA,14,15,1168431,553.59,1.5,9,73.1,7.7,2.9,5,87715,111025,228742,116352,148254,60824,217980,6.1,107185875,8926429
Minnesota,Olmsted,2011,NA,NA,NA,NA,145769,653.35,0.5,11.6,75.8,4.1,3.6,3.7,84530,10583,23117,15486,21641,5620,29637,5.3,8803399,3810108
Minnesota,Ramsey,2011,19,NA,12,NA,514696,152.21,0.8,9.6,75.7,5.3,2.8,4.7,71621,50276,77571,49635,76574,33813,89937,6.6,34459336,4306896
Minnesota,Scott,2011,NA,NA,NA,NA,132556,356.48,0,6.6,86.2,2.3,0.4,3.7,98514,8142,21904,7561,19996,4704,27002,5.8,4559468,300234
Minnesota,Sherburne,2011,NA,NA,NA,NA,89319,432.92,0,10.2,82,1.5,0.3,4,79508,1765,9520,3741,15755,3989,21525,7.1,2669897,208418
Minnesota,St. Louis,2011,12,NA,NA,NA,200255,6247.4,0.5,9.7,78.4,2.5,4.6,3.2,58650,3014,23250,11002,40601,10142,49582,7.3,NA,NA
Minnesota,Washington,2011,NA,NA,NA,NA,241280,384.28,0.3,8.1,83.3,2,1.2,4.4,98170,11389,41829,20170,36679,6435,49990,5.9,8132246,780783
Mississippi,DeSoto,2011,11,NA,NA,NA,164053,476.15,NA,NA,NA,NA,NA,NA,69100,4649,14997,6588,31891,12067,35636,7.2,4145099,376471
