State,County,Year,Total,Heroin,Other,Methadone,Population,LandArea,Bike,Carpool,Alone,Public,Walk,Home,Income,Non_US_Born,Bachelor_Degree,Grad_Degree,HS_Grad,Less_Than_HS,Associates_Degree,Unemployment,GDP Total,"GDP Education, Health, Social Assistance"
Arizona,Cochise,2013,NA,NA,NA,NA,129473,6165.69,0.8,8.7,80.6,0,4.5,3.4,59695,13354,12527,7477,21483,12613,34913,9.2,4202419,285752
Arizona,Maricopa,2013,214,80,106,32,4009412,9200.14,0.8,10.8,76.3,2.8,1.5,5.9,72691,485232,479256,265156,581060,339269,833061,6.6,191251116,19081958
Arizona,Mohave,2013,38,NA,30,NA,203030,13311.08,0,12.4,79,0.4,2.2,2.7,50929,12332,11201,6348,51064,23763,54705,10.3,4687175,585942
Arizona,Pima,2013,143,42,84,22,996554,9187.04,2.1,10,76,3.1,2.4,4.3,62852,105793,114657,79369,147811,83435,225168,6.8,36221971,4012636
Arizona,Pinal,2013,25,NA,18,NA,389350,5365.61,0.8,11.8,79.4,0.3,1.6,5,60265,33246,29527,15399,74116,38165,92913,8.1,6688399,321336
Arizona,Yavapai,2013,NA,NA,NA,NA,215133,8123.5,1.2,13.2,70.7,0,5,7.8,57111,12392,24541,13663,40999,15516,63078,7.7,5713227,688178
Arkansas,Benton,2013,12,NA,10,NA,237297,847.36,0.1,7.9,85.3,0.2,1.7,3.8,72645,19579,28470,13327,45382,20643,38025,5.6,11452652,561396
Arkansas,Crawford,2013,NA,NA,NA,NA,61640,593.09,NA,NA,NA,NA,NA,NA,50542,2179,4008,1805,15308,7226,12179,7.6,1560681,73057
Arkansas,Garland,2013,10,NA,NA,NA,97173,677.78,0.1,11.6,82.9,0.1,0.8,2.9,54240,2868,9099,5231,22002,9063,23333,7.6,2890928,458199
Arkansas,Pulaski,2013,28,NA,23,NA,391284,759.76,0.2,8.1,84.9,1.3,1.4,3,65729,16517,50894,29431,71247,27836,78450,6.5,25861256,2681081
Arkansas,Saline,2013,NA,NA,NA,NA,114404,723.6,0.2,8.2,89.4,0,0.5,1.3,66165,1901,12070,5521,26352,8143,23068,5.8,1893829,176499
Arkansas,Sebastian,2013,NA,NA,NA,NA,127342,531.91,0,9.7,84.9,0.1,1.2,2.5,58215,10090,10579,5302,25970,14715,26128,7.4,5980641,729308
California,Alameda,2013,34,NA,21,10,1578891,739.02,2,10.3,63.2,13.5,3.5,5.8,96982,415699,256881,179327,199930,141933,266185,7.2,106223633,9212092
California,Butte,2013,11,NA,NA,NA,222090,1636.46,2.7,10.8,74.1,1.3,3.6,6.7,59081,13607,22977,11529,32500,17372,56830,10.3,7944356,1075500
California,Contra Costa,2013,40,NA,19,14,1094205,715.94,0.6,11.9,68.3,10.3,1.7,5.6,106018,221674,178698,100639,137591,80091,218609,7.5,69414104,5556178
California,Fresno,2013,47,NA,37,12,955272,5957.99,0.9,13.4,77.6,1.1,1.7,3.8,63079,172383,72578,35715,125095,149147,171102,13.3,37433031,3683309
California,Humboldt,2013,18,NA,14,NA,134493,3567.99,1.6,8.6,75.7,1,5.9,6.4,56127,6276,16877,7993,23263,8733,33648,8.1,5240856,450235
California,Kern,2013,44,11,25,11,864124,8131.92,0.5,14.6,77.7,1,1.4,2.8,64677,146890,49384,25203,132228,137454,154430,11.7,47694683,2143963
California,Lake,2013,20,NA,16,NA,63860,1256.46,0,10.3,72.8,1.9,2.1,12.9,51573,4467,5248,2174,12621,6714,19195,10.9,1900416,183061
California,Lassen,2013,NA,NA,NA,NA,32163,4541.18,NA,NA,NA,NA,NA,NA,63149,2069,2218,1015,6332,5066,9970,10.6,1252031,62572
California,Los Angeles,2013,295,160,200,42,10017068,4057.88,0.9,10,72.7,6.9,2.8,5.2,81416,3104641,1254787,661493,1323720,1510337,1706435,9.8,626602780,48105638
California,Madera,2013,13,NA,NA,NA,152389,2137.07,0.2,16,75.5,0.5,2,5.1,60240,26935,8882,3760,21410,29274,29536,12.6,6107927,550285
California,Marin,2013,11,NA,NA,NA,258365,520.31,2,8.2,66.8,9.1,2.8,10.2,137795,42287,58348,43766,23099,14251,47565,5.2,18482010,1782614
California,Mendocino,2013,12,NA,NA,NA,87192,3506.34,NA,NA,NA,NA,NA,NA,57774,8823,8329,5149,15788,9084,22969,8.4,3238126,299550
California,Merced,2013,13,NA,NA,NA,263228,1934.97,0.6,10.3,79.9,0.6,2.3,2.9,59420,56200,12444,6185,36051,49109,43815,14.5,8803254,500180
California,Monterey,2013,17,NA,NA,NA,428826,3280.6,0.9,11.5,71.7,1.6,2.2,5.9,79378,105228,37138,23175,53372,76115,72370,10.3,22257344,1285137
California,Orange,2013,225,55,151,32,3114363,790.57,1,9.8,78.3,2.5,2,5,101134,814286,480104,258747,361476,325182,583299,6.6,200666095,13956282
California,Placer,2013,14,NA,NA,NA,367309,1407.01,1,8.9,78.8,1.4,1.8,7.1,91628,32706,57421,27763,48981,15521,93108,7.7,17248647,2088982
California,Riverside,2013,131,58,56,20,2292507,7206.48,0.4,14,76,1.4,1.5,5.3,73752,430206,181572,100584,348392,281318,464157,9.9,68490936,5280540
California,Sacramento,2013,97,18,61,29,1462131,964.64,1.2,11.4,75.6,3.2,2.3,5,72200,243728,174232,86314,204046,131513,333852,8.9,75735305,7065446
California,San Bernardino,2013,47,19,24,NA,2088371,20056.94,0.5,12.7,77.8,1.5,1.8,4.7,69091,384726,150285,80522,322364,268670,412124,9.8,74102941,6707669
California,San Diego,2013,238,66,146,44,3211252,4206.63,0.6,9.6,75.8,3.2,3.1,6.4,84889,634640,439641,267666,390636,297188,651358,7.8,193675144,13336871
California,San Francisco,2013,72,11,48,21,837442,46.87,3.8,6.8,36.4,32.7,10.9,6.8,110208,265307,201608,131284,84516,87099,130904,NA,124645001,6184373
California,San Joaquin,2013,66,NA,48,25,704379,1391.32,0.8,15,75.7,1.6,2.2,3.8,70435,137775,52122,23918,108245,95684,140720,12.3,25545900,2288919
California,San Luis Obispo,2013,15,NA,NA,NA,276443,3298.57,3,10.4,73.5,1.7,3.5,7.1,77043,23715,35579,21067,37596,18744,66898,6.8,14481207,1014564
California,San Mateo,2013,22,NA,19,NA,747373,448.41,1,11.4,69.5,10.2,2.5,4.2,126129,223711,137435,90338,88351,58725,138442,5.3,82075979,4114834
California,Santa Barbara,2013,NA,NA,NA,NA,435697,2735.09,4.5,13.4,68.4,3.4,4.2,4.8,88230,80854,48533,33892,46226,55042,79697,7.2,24497034,1977325
California,Santa Clara,2013,40,NA,31,NA,1862041,1290.1,1.9,10.3,75.8,4.4,2.1,4.1,120718,596170,314485,252801,189529,164456,298934,6.5,229227568,14249729
California,Santa Cruz,2013,18,NA,11,NA,269419,445.17,3,9.3,70.6,2,4,7.2,88776,40490,38868,24360,26615,25713,55102,10.3,12751228,1221611
California,Shasta,2013,18,NA,15,NA,178980,3775.4,1.2,8.6,81.5,0.9,1.3,5.8,59066,7685,15334,7693,32252,14276,53133,11.8,6809336,852120
California,Siskiyou,2013,NA,NA,NA,NA,43799,6277.89,NA,NA,NA,NA,NA,NA,50428,2129,5225,2441,8442,3546,12477,13.1,1651714,126407
California,Solano,2013,NA,NA,NA,NA,424788,821.76,0.8,14.1,75.9,3.4,1.8,3.1,82971,73757,46834,20097,66903,35379,106395,9.1,20739923,1961920
California,Sonoma,2013,13,NA,10,NA,495025,1575.85,1,9,77.4,2.1,2.9,6.7,83823,68513,70116,38329,67274,44678,115911,7.1,24612974,2277344
California,Stanislaus,2013,19,NA,12,NA,525491,1494.83,0.6,13,78.7,1,2,3.3,65123,90408,35149,16955,90042,74947,100621,12.9,20335985,2213452
California,Tulare,2013,13,NA,10,NA,454143,4824.21,0.9,15.3,77.8,1,1.6,1.6,58700,84822,22449,11407,61069,81386,78097,14.4,16983835,769272
California,Tuolumne,2013,NA,NA,NA,NA,53874,2220.88,NA,NA,NA,NA,NA,NA,62918,2350,5335,2680,11905,4472,16636,10.8,2139032,210052
California,Ventura,2013,63,27,36,NA,839620,1843.13,0.6,11.8,78.1,1.3,2,5.5,98869,165070,106166,62493,101794,92204,174282,7.9,48844368,2906923
California,Yolo,2013,NA,NA,NA,NA,204593,1014.69,9.9,15.9,63.3,2.6,2.7,4.3,77162,33754,23710,20813,21728,18521,32836,9,11996176,618238
Colorado,Adams,2013,51,NA,40,NA,469193,1167.65,0.3,12.9,76.1,3.6,1.4,4.7,69009,55036,41405,17650,83872,52565,86764,8.1,NA,NA
Colorado,Arapahoe,2013,20,13,NA,NA,607070,798.1,0.5,8.6,76.4,4.6,1.7,7,82593,71211,97953,52294,81114,33305,122712,6.6,38302465,3161067
Colorado,Boulder,2013,36,19,18,NA,310048,726.29,4.6,9.1,62.8,5.9,4.8,11.1,93225,25925,61466,50949,23922,11783,44695,5.5,NA,NA
Colorado,Denver,2013,63,25,38,NA,649495,153,2,8.3,69.8,7.4,4.5,7,74746,79368,112032,71479,79271,62265,102708,NA,60332265,4353055
Colorado,Douglas,2013,16,NA,13,NA,305963,840.25,0.3,5.1,79.2,2.2,0.4,11.2,121999,15957,71403,33481,25140,4698,53341,5.3,13494310,1001411
Colorado,El Paso,2013,36,13,18,NA,655044,2126.8,0.5,10.3,77.6,1.1,3.3,6,74750,37896,86611,54228,85755,25552,147908,7.9,29467826,2297960
Colorado,Jefferson,2013,36,16,18,NA,551798,764.21,0.6,8.9,78.7,2.7,1.6,6.5,87315,28650,98394,54906,80708,23742,119102,6.3,NA,NA
Colorado,Larimer,2013,20,NA,14,NA,315988,2596,4.2,8.6,74.4,0.6,2.9,7.7,75962,12329,53334,33098,36804,10957,63172,5.8,14114143,1025605
Colorado,Mesa,2013,NA,NA,NA,NA,147554,3328.97,1.2,8.8,77.9,0.3,3.5,5.8,66456,4973,16648,8674,29535,10194,33311,8.7,5723592,597475
Colorado,Pueblo,2013,31,NA,20,NA,161451,2386.1,0.4,12,80.4,1.7,1.4,3.4,54290,5465,14647,8170,30689,13751,39035,9.8,5450844,723911
Colorado,Weld,2013,12,NA,10,NA,269785,3987.24,0.2,11.7,79.8,0.8,1.6,5,70978,17726,28431,13020,42321,22985,53139,6.6,NA,NA
Connecticut,Fairfield,2013,65,32,26,10,939904,624.89,0.3,8.9,69.7,11.4,3.2,5.9,132661,161350,157861,121830,142179,68505,134222,7.3,77948626,6026538
Connecticut,Hartford,2013,109,71,38,NA,898272,735.1,0.3,8.1,81.4,3.6,1.9,3.3,87148,114072,121398,92804,170017,72765,157027,8,72293639,7047342
Connecticut,Litchfield,2013,28,15,13,NA,186924,920.56,0,7.5,83.4,1.3,3.2,3.9,92137,11999,27006,18369,40094,11868,38530,7.1,7661428,797616
Connecticut,Middlesex,2013,16,NA,NA,NA,165562,369.3,0.1,7.3,82.7,1.9,3.4,4.1,98414,10557,25947,20230,33573,7332,31040,6.7,8625424,1025609
Connecticut,New Haven,2013,112,59,39,29,862287,604.51,0.4,8.4,78.9,3.9,4,3.6,82562,85517,104413,88964,178853,68760,146024,8.5,45765321,7976968
Connecticut,New London,2013,48,34,14,NA,274150,664.88,0.3,8.4,80.5,1.4,3.7,5.2,84806,19931,32343,26562,58161,17928,53251,8.1,16243373,1388079
Connecticut,Tolland,2013,NA,NA,NA,NA,151377,410.21,0.2,6.2,84.4,1.5,3.3,3.8,94146,7478,18814,16632,26207,6694,27836,6.9,4768943,399040
Connecticut,Windham,2013,NA,NA,NA,NA,117604,512.91,0,9.6,79.9,0.8,4.1,3.9,72403,4789,10342,7405,29286,10553,22136,8.8,4491082,465704
Delaware,Kent,2013,23,NA,13,NA,169416,586.18,0.2,9.6,82.3,1.4,1.7,4.4,66276,7652,14218,8559,35696,15747,32255,7.3,6430286,551345
Delaware,New Castle,2013,43,23,15,10,549684,426.29,0.4,9.2,78.8,4.9,2.3,3.6,85404,44736,71606,49843,104850,38300,95166,6.5,44127653,3702188
Delaware,Sussex,2013,21,NA,NA,NA,206649,936.08,0.4,8.2,83.4,1.1,2.2,3.5,67161,11204,19284,13027,53331,20916,38930,6.8,12950162,772065
Florida,Alachua,2013,NA,NA,NA,NA,253451,875.02,3.6,8.1,74.4,4.3,2.6,4.1,62061,19162,30900,28735,31321,12919,43328,5.7,11244263,1593644
Florida,Bay,2013,13,NA,NA,NA,174987,758.46,0.7,10.1,82.8,1.4,2.1,1.8,59743,7355,16284,8504,36386,15295,41014,7.3,7149035,679069
Florida,Brevard,2013,21,NA,14,NA,550823,1015.66,0.5,7.8,82.6,0.5,1.4,5.4,64115,43004,64518,39610,117243,38914,136087,8.3,19973535,2198138
Florida,Broward,2013,104,12,82,14,1838844,1209.79,0.7,9.5,80,3.1,1.1,4.4,71963,492604,238066,131898,344248,150958,372864,6.8,84842384,7232319
Florida,Charlotte,2013,NA,NA,NA,NA,164736,680.28,1.5,11.2,76.8,0.4,1.4,4.8,57495,14749,17498,10014,44660,14551,42792,8,4038099,623783
Florida,Citrus,2013,NA,NA,NA,NA,139271,581.7,0.2,6.4,82.1,0.2,1.2,6.8,51597,6340,11797,6432,41845,15414,34588,9.7,3449622,451473
Florida,Clay,2013,21,NA,16,NA,196399,604.36,0.3,10.9,84.2,0.1,1.1,3,73178,10765,20761,9661,36689,12452,46985,6.3,3936860,526732
Florida,Collier,2013,25,NA,17,NA,339642,1998.32,1.3,10.6,74.8,1.4,2.4,7.7,91387,64055,46645,30322,66763,34586,64407,7.1,13504211,1397036
Florida,Columbia,2013,NA,NA,NA,NA,67543,797.57,NA,NA,NA,NA,NA,NA,50730,1927,3634,2380,15751,7898,15683,7.6,1947684,185811
Florida,Duval,2013,74,11,49,22,885855,762.19,0.5,9.3,80.9,1.6,1.3,4.7,65569,69426,105624,47559,165424,70203,190502,7.5,51003074,5219262
Florida,Escambia,2013,12,NA,NA,NA,305817,656.46,0.2,12.2,73.6,0.7,1.6,10.4,58570,14228,30575,16318,56265,23995,70448,7.2,13019871,1509749
Florida,Flagler,2013,NA,NA,NA,NA,99956,485.46,NA,NA,NA,NA,NA,NA,62177,11718,11278,5517,24055,7036,24200,8.4,1801065,169208
Florida,Hernando,2013,19,NA,14,NA,174441,472.54,NA,NA,NA,NA,NA,NA,50957,10534,13491,6239,49053,17203,41668,9,3289672,512529
Florida,Hillsborough,2013,107,NA,80,38,1291578,1020.21,0.8,8.2,81.8,1.3,1.8,4.8,69525,165050,158926,86612,233266,109534,244255,6.6,69940535,6135675
Florida,Indian River,2013,NA,NA,NA,NA,141994,502.87,NA,NA,NA,NA,NA,NA,70719,12341,17302,10450,29994,13526,32974,9.6,4681105,609051
Florida,Lake,2013,NA,NA,NA,NA,308034,938.38,0,8.8,84.2,0.1,1,4.9,59808,23149,29686,15034,74568,29840,69507,7.4,7074350,1036654
Florida,Lee,2013,39,NA,26,NA,661115,784.51,0.3,9.8,78.9,0.8,0.8,5.9,67429,81128,71871,42691,150426,60658,137932,7.3,22943136,2131958
Florida,Leon,2013,10,NA,NA,NA,281845,666.85,0.6,9.2,81.5,1.5,2.4,4,64947,13881,40605,30389,31447,13183,44885,6.1,12901992,1295553
Florida,Manatee,2013,51,14,33,12,342106,742.93,0.4,9.7,78.8,0.7,2.2,6.9,65293,36152,38906,24754,75089,30093,70684,6.7,10689289,1163807
Florida,Marion,2013,12,NA,NA,NA,337362,1584.55,0.1,8.9,79.1,0.1,3.3,7.3,52739,22697,27750,14854,89295,36848,76687,8.5,7974703,1061329
Florida,Martin,2013,NA,NA,NA,NA,151263,543.46,0.3,12.2,74.6,0.6,2.4,8.8,80143,12969,21397,12176,29697,12607,36546,7.2,6162610,737649
Florida,Miami-Dade,2013,59,30,31,NA,NA,NA,0.7,9.2,76.3,5.9,2.5,4.1,65616,1155573,290647,169868,496607,371119,423919,7.4,NA,NA
Florida,Monroe,2013,NA,NA,NA,NA,76351,983.28,7.8,7.9,67.5,2.1,7.5,3.5,80531,10912,10106,5990,17212,5828,18309,4.8,3882672,208191
Florida,Nassau,2013,NA,NA,NA,NA,75710,648.64,NA,NA,NA,NA,NA,NA,74307,1788,8122,3842,18397,5570,16508,6.7,1970753,125585
Florida,Okaloosa,2013,NA,NA,NA,NA,193811,930.25,0.9,7.4,83.4,1.1,1.3,2.6,70388,10721,20595,13739,34045,11452,45390,5.7,9406916,563363
Florida,Orange,2013,85,28,46,16,1225267,903.43,0.6,10,78.9,2.6,1.3,5.3,66709,188481,153296,74448,204230,96718,227313,6.8,74269611,6534150
Florida,Osceola,2013,24,NA,13,NA,298504,1327.45,0.2,12.2,81.5,1.5,0.5,3.2,54987,47840,22400,9180,62536,29213,56535,7.9,7343681,818720
Florida,Palm Beach,2013,69,14,49,NA,1372171,1969.76,0.5,10.5,77.7,2,1.4,6.5,79966,262381,194316,117431,251434,120153,277669,7.1,62416939,6508280
Florida,Pasco,2013,39,NA,22,17,475502,746.89,0.7,9.9,80.6,0.5,1.1,5.8,58132,37942,46849,21827,116509,43070,108512,7.7,9776552,1461525
Florida,Pinellas,2013,57,NA,34,21,929048,273.8,1.1,7.7,81,2.1,1.2,5.3,64120,93268,124368,65404,209940,76350,214774,6.6,41630826,4852816
Florida,Polk,2013,16,NA,13,NA,623009,1797.84,0.4,11.1,80.9,0.3,1,4.3,56379,52574,51228,23550,147913,72729,118426,8.2,19510279,2013900
Florida,Putnam,2013,NA,NA,NA,NA,72577,727.62,NA,NA,NA,NA,NA,NA,45391,3003,3907,1921,20589,11535,13300,10.4,2002137,133625
Florida,Santa Rosa,2013,NA,NA,NA,NA,161096,1011.6,NA,NA,NA,NA,NA,NA,71126,5992,18337,9076,29057,11222,38059,6.4,3294523,302139
Florida,Sarasota,2013,44,NA,28,12,390429,555.87,0.6,7.9,84.2,0.7,0.8,4.3,70251,40556,54691,37861,92307,24243,91459,7,14996954,1987038
Florida,Seminole,2013,39,NA,27,NA,436041,309.22,0.8,7.8,83.3,0.4,0.5,5.7,77098,44537,67017,34213,70217,23797,93880,6.7,16140403,1357149
Florida,St. Johns,2013,12,NA,NA,NA,209647,600.66,0.8,7.1,81.1,0.1,0.8,8.9,93325,11832,37688,18982,29174,9305,41673,5.4,NA,NA
Florida,St. Lucie,2013,12,NA,NA,NA,286832,571.93,1,10.3,80.2,0.7,0.9,5.9,58639,36673,24899,13609,67379,29267,62638,10,NA,NA
Florida,Volusia,2013,64,NA,50,16,500800,1101.03,0.6,9.2,80.2,0.5,1.2,5.8,56975,29991,47434,27449,118204,44470,122008,8.2,14496313,2102599
Georgia,Bartow,2013,NA,NA,NA,NA,101273,459.54,NA,NA,NA,NA,NA,NA,58409,3634,6334,4024,25307,12797,16858,8.7,4206505,180328
Georgia,Bibb,2013,NA,NA,NA,NA,154721,249.76,0.3,9.7,80.8,0.8,1.8,2.4,55272,4833,14277,8100,32499,17459,27027,9.3,7597066,1346297
Georgia,Carroll,2013,NA,NA,NA,NA,112355,499.08,0.4,14,82.1,0,0.5,1.6,58875,3734,7755,4720,24398,13845,17624,9.6,3601771,407460
Georgia,Catoosa,2013,NA,NA,NA,NA,65311,162.16,NA,NA,NA,NA,NA,NA,56365,1256,5301,2301,13817,7687,14302,6.7,1266527,127035
Georgia,Chatham,2013,13,NA,11,NA,278434,426.44,0.9,9.3,80.2,2.5,2.2,3.6,62966,14055,34872,19989,48430,19805,52406,8.3,15205820,1705379
Georgia,Cherokee,2013,18,NA,11,NA,225106,421.67,0,6,81.1,0.3,0.7,8.3,83210,15905,34382,14165,34149,15817,43424,6.1,5121315,392339
Georgia,Clayton,2013,NA,NA,NA,NA,264220,141.57,0.4,14.3,77.7,1.4,1.5,2.4,49971,32351,19651,9004,50544,29163,50830,10.8,14054741,544816
Georgia,Cobb,2013,13,NA,NA,NA,717190,339.55,0.1,8.6,80.6,1.2,1.3,6.8,86949,87606,132796,67525,90107,42175,125316,6.7,39247914,2833898
Georgia,Columbia,2013,NA,NA,NA,NA,135416,290.09,NA,NA,NA,NA,NA,NA,87167,7180,16986,11264,20233,7204,27086,6.5,2878888,252516
Georgia,Coweta,2013,NA,NA,NA,NA,133180,440.89,0,12.4,78.9,0.9,0.2,6.2,73184,5877,14808,7888,27646,10278,23788,7,3246713,364037
Georgia,DeKalb,2013,16,NA,11,NA,713340,267.58,0.2,11.5,72.1,8.2,1.6,5.3,73002,91894,110022,74666,99973,54079,126109,8.4,32183065,4941058
Georgia,Douglas,2013,NA,NA,NA,NA,136379,200.07,0.1,13.4,78,0.5,0.3,6.2,66072,9595,13689,6986,26480,10806,26606,8.6,3292376,280452
Georgia,Fayette,2013,NA,NA,NA,NA,108365,194.34,0,8,79.1,1.3,0.7,7.4,97636,8066,19837,10610,15176,4103,21723,6.7,3690453,416543
Georgia,Forsyth,2013,11,NA,NA,NA,195405,224.02,0.1,8.4,79.1,0.6,1,9.3,104524,20846,35405,15563,23918,10041,31527,5.9,7741457,579083
Georgia,Fulton,2013,49,19,31,NA,984293,526.63,0.4,8.3,72.4,7.4,2.3,8.2,90989,100566,184935,115162,113892,59879,148540,8.1,128843067,7760000
Georgia,Gwinnett,2013,40,NA,27,NA,859304,430.38,0.2,11.6,79.3,1.1,1.5,5.4,77273,170198,119183,56107,121323,67202,152817,6.9,39167372,2037100
Georgia,Hall,2013,10,NA,NA,NA,187745,392.78,0.1,13.3,77.4,0.5,1,4.8,68004,22825,16309,10042,34848,24531,29748,6.8,7494089,916990
Georgia,Henry,2013,NA,NA,NA,NA,211128,322.13,0,9.6,83.1,1.3,0.3,4,72845,13435,23027,10669,39992,13517,42144,8.4,4650067,436344
Georgia,Jackson,2013,NA,NA,NA,NA,61044,339.66,NA,NA,NA,NA,NA,NA,65241,2285,5105,2684,14101,7535,10426,6.9,2032996,52379
Georgia,Madison,2013,NA,NA,NA,NA,28057,282.31,NA,NA,NA,NA,NA,NA,54314,796,1689,1159,7432,4077,4747,7.6,422761,9586
Georgia,Muscogee,2013,NA,NA,NA,NA,202824,216.39,0.1,10.8,77,1.3,1.4,7.7,58556,8946,17354,10354,34247,17913,42713,9.3,9310466,926067
Georgia,Paulding,2013,11,NA,NA,NA,146950,312.22,NA,NA,NA,NA,NA,NA,70599,5036,13485,7496,31538,10312,26689,7.2,1926526,124461
Georgia,Richmond,2013,NA,NA,NA,NA,202003,324.33,0.2,10.5,81.8,1.6,3.5,1.6,51380,5845,16488,9746,39788,20793,40887,9.8,10899698,1089294
Georgia,Walker,2013,NA,NA,NA,NA,68198,446.38,NA,NA,NA,NA,NA,NA,53394,723,4538,2085,17321,9896,13432,8.1,1301895,43327
Georgia,Walton,2013,10,NA,NA,NA,85754,325.68,NA,NA,NA,NA,NA,NA,63895,3422,7142,3003,17989,9286,17648,7.8,1850304,122393
Georgia,Ware,2013,NA,NA,NA,NA,35709,892.46,NA,NA,NA,NA,NA,NA,48880,912,1801,1545,9810,4707,6176,9.4,1176016,168245
Georgia,Whitfield,2013,NA,NA,NA,NA,102945,290.46,NA,NA,NA,NA,NA,NA,55969,14584,5323,3613,18734,19694,16391,9.6,5180833,335757
Hawaii,Hawaii,2013,10,NA,NA,NA,190821,4028.42,0.7,11.6,72.2,0.9,1.5,10.6,65809,17260,21699,11355,41981,11642,42540,6.7,6858151,516335
Hawaii,Honolulu,2013,41,10,28,NA,983429,600.74,1.5,14.2,64.9,7.9,4.9,3.3,89741,165711,137763,71655,174322,62961,205679,NA,55980180,4703148
Hawaii,Maui,2013,NA,NA,NA,NA,160202,1161.52,1.4,10.9,74.9,2.8,2.9,4.6,83816,23559,18601,9424,33542,10652,36712,5.2,NA,NA
Idaho,Ada,2013,31,NA,28,NA,416464,1052.58,1.7,7.8,80.5,0.6,2.3,6.2,71473,18610,63500,30492,56405,16754,93849,5.2,20874128,2308466
Idaho,Bannock,2013,NA,NA,NA,NA,83249,1111.99,2,9.5,75.2,2.2,5.8,3.6,56564,1879,8933,4613,14182,4164,18702,5.8,2530275,307229
Idaho,Kootenai,2013,NA,NA,NA,NA,144265,1244.12,0.3,9.5,81.4,0.5,1.9,5.3,61930,2795,15082,6873,27749,7416,37258,7.3,4711414,427559
Idaho,Twin Falls,2013,NA,NA,NA,NA,79957,1921.21,0.5,10.7,81.7,0.2,2.3,3.7,55320,5100,5704,2356,14366,8031,18842,5.7,2952398,358624
Illinois,Boone,2013,NA,NA,NA,NA,53957,280.72,NA,NA,NA,NA,NA,NA,75809,5414,4357,2245,12339,4863,10475,10.1,1519028,50406
Illinois,Champaign,2013,11,NA,NA,NA,204897,996.27,2.4,8.8,67.4,6.5,8.7,5.5,64105,15503,24797,24047,26505,7356,32586,7.4,10398948,948067
Illinois,Cook,2013,416,301,83,43,5240700,945.33,0.9,8.6,62.1,18.6,4.5,4.1,78472,959310,726485,482371,842779,541355,891581,9.6,342176485,32220427
Illinois,DeKalb,2013,NA,NA,NA,NA,104741,631.31,2,11.9,74.9,2.7,5.6,2.3,63525,5431,11236,6568,16033,5310,20691,8.2,3469520,324240
Illinois,DuPage,2013,57,45,NA,NA,932126,327.5,0.3,7.5,79.1,5.9,1.6,4.9,104013,147483,176529,109697,119881,48811,163837,7.4,76840176,6269614
Illinois,Franklin,2013,NA,NA,NA,NA,39202,408.89,NA,NA,NA,NA,NA,NA,48075,262,2372,1224,9508,3522,10767,11.9,1086592,52422
Illinois,Kane,2013,18,14,NA,NA,523643,520.06,0.2,9.9,80.7,2.5,1.5,4.7,89378,79791,67102,36389,77747,56138,89513,8.7,20901024,1829429
Illinois,Kankakee,2013,NA,NA,NA,NA,112120,676.56,0.1,8.1,81,1.5,2.7,2.4,62913,4352,7686,4773,25286,9928,25367,10.4,4225967,529869
Illinois,Kendall,2013,NA,NA,NA,NA,119348,320.34,NA,NA,NA,NA,NA,NA,93784,9199,16275,8381,18423,5411,23705,8.4,2623618,122871
Illinois,Lake,2013,40,27,10,NA,703019,443.67,0.3,6.9,77.1,4.6,2.8,7.1,108570,110252,112519,75549,94641,49893,116106,7.9,54086335,2843137
Illinois,LaSalle,2013,11,NA,NA,NA,112183,1135.12,0.2,8.3,84.2,0.2,2.2,4,63810,3153,8586,3832,29691,9010,26846,10.3,5219030,310581
Illinois,Madison,2013,30,19,NA,NA,267225,715.58,0.3,6.8,85.6,1.6,1.4,3.9,67568,5001,28534,15657,60404,16477,60227,8.9,11732217,780807
Illinois,McHenry,2013,14,11,NA,NA,307409,603.17,0,7.9,83.3,1.9,1,5.3,90181,24729,44340,20996,54411,15857,65905,8.6,9982164,771406
Illinois,McLean,2013,10,NA,NA,NA,174647,1183.38,0.3,11.3,78.5,2.7,3.9,2.5,79136,7604,30553,13285,26104,5770,26671,6.6,11372251,750183
Illinois,Peoria,2013,19,NA,10,NA,188429,619.21,0.1,8.3,83.3,2.1,2.7,2.5,68651,7771,22419,13150,36454,12392,38795,9.6,10839589,1874977
Illinois,Rock Island,2013,NA,NA,NA,NA,147258,427.64,0.2,8.5,84.3,1.4,2,1.9,62867,8786,14499,7447,32125,12706,34065,8.3,10145458,672516
Illinois,Sangamon,2013,11,NA,NA,NA,199145,868.3,0.4,7.1,85.1,1.1,2,3.6,70931,5631,27376,16508,38155,10738,42215,7.4,10056030,1495600
Illinois,St. Clair,2013,21,17,NA,NA,266955,657.76,0,7.2,81.9,5.1,1.8,3.2,66066,6063,27983,16695,49913,18488,63828,9.8,NA,NA
Illinois,Tazewell,2013,NA,NA,NA,NA,136352,648.97,0,6.2,89.6,0.4,1.5,1.8,69037,1909,15991,6210,31448,7819,32449,8.6,11583241,260668
Illinois,Vermilion,2013,NA,NA,NA,NA,80329,898.37,0,9.7,84.4,0.9,2,1.9,52248,1571,5115,2470,21760,7769,17388,10.6,3292122,198577
Illinois,Will,2013,42,30,NA,NA,682829,836.91,0.1,5.9,83.9,4.4,0.6,3.9,90649,69800,89333,49652,117027,40886,132951,9.8,25962287,2003992
